DOMAINS,REQUEST,BLOCK,IMPRESSION,VIEWABLE,MEASURED,CLICKS,INCIDENTS,COMPLETES
wittyfeed.me,0,0,,,,,,
popbuzz.com,0,0,,,,,,
news.thegedsection.com,0,0,,,,,,
candy.braincandy.net,0,0,,,,,,
m.diletant.media,0,0,,,,,,
N/A,0,0,,,,,,
imasdk.googleapis.com,0,0,,,,,,
gimmesomeoven.com,0,0,,,,,,
ibtimes.co.uk,0,0,,,,,,
comicbook.com,0,0,,,,,,
offbeat.topix.com,0,0,,,,,,
stars.topix.com,0,0,,,,,,
funeducation.com,0,0,,,,,,
latimes.com,0,0,,,,,,
mashable.com,0,0,,,,,,
wittyfeed.com,0,0,,,,,,
odometer.com,0,0,,,,,,
cookieandkate.com,0,0,,,,,,
allrecipes.com,0,0,,,,,,
twentytwowords.com,0,0,,,,,,
theprairiehomestead.com,0,0,,,,,,
bulbapedia.bulbagarden.net,0,0,,,,,,
iheartnaptime.net,0,0,,,,,,
suggest.com,0,0,,,,,,
askmen.com,0,0,,,,,,
tomshardware.com,0,0,,,,,,
shefinds.com,0,0,,,,,,
lifebuzz.com,0,0,,,,,,
newstatesman.com,0,0,,,,,,
lilluna.com,0,0,,,,,,
sallysbakingaddiction.com,0,0,,,,,,
magiquiz.com,0,0,,,,,,
adserver.popyard.com,0,0,,,,,,
howdoesshe.com,0,0,,,,,,
gaiaonline.com,0,0,,,,,,
superhealthykids.com,0,0,,,,,,
trueachievements.com,0,0,,,,,,
tagged.com,0,0,,,,,,
therecipecritic.com,0,0,,,,,,
miamiherald.com,0,0,,,,,,
tpc.googlesyndication.com,0,0,,,,,,
qrz.com,0,0,,,,,,
news.keralakaumudi.com,0,0,,,,,,
smh.com.au,0,0,,,,,,
mylifetime.com,0,0,,,,,,
dailyrecord.co.uk,0,0,,,,,,
gainesvilletimes.com,0,0,,,,,,
football365.com,0,0,,,,,,
uexpress.com,0,0,,,,,,
oombawkadesigncrochet.com,0,0,,,,,,
nigeriaworld.com,0,0,,,,,,
closetcooking.com,0,0,,,,,,
divascancook.com,0,0,,,,,,
momontimeout.com,0,0,,,,,,
southernplate.com,0,0,,,,,,
insidethemagic.net,0,0,,,,,,
disneyfanatic.com,0,0,,,,,,
lifedaily.com,0,0,,,,,,
airliners.net,0,0,,,,,,
halfbakedharvest.com,0,0,,,,,,
teamtalk.com,0,0,,,,,,
packers.com,0,0,,,,,,
livesimply.me,0,0,,,,,,
liverpoolecho.co.uk,0,0,,,,,,
ibreatheimhungry.com,0,0,,,,,,
thegrio.com,0,0,,,,,,
express.pk,0,0,,,,,,
recipesthatcrock.com,0,0,,,,,,
parents.com,0,0,,,,,,
goliath.com,0,0,,,,,,
laylita.com,0,0,,,,,,
thehealthyhomeeconomist.com,0,0,,,,,,
tvline.com,0,0,,,,,,
fitting-it-all-in.com,0,0,,,,,,
hockeydb.com,0,0,,,,,,
minimalistbaker.com,0,0,,,,,,
chroniclelive.co.uk,0,0,,,,,,
poughkeepsiejournal.com,0,0,,,,,,
americanheritagecooking.com,0,0,,,,,,
manchestereveningnews.co.uk,0,0,,,,,,
history.com,0,0,,,,,,
beta.ajitjalandhar.com,0,0,,,,,,
damndelicious.net,0,0,,,,,,
themarysue.com,0,0,,,,,,
kraftrecipes.com,0,0,,,,,,
iloveoldschoolmusic.com,0,0,,,,,,
scrabblecheat.com,0,0,,,,,,
sltrib.com,0,0,,,,,,
viralthread.com,0,0,,,,,,
macworld.com,0,0,,,,,,
sherdog.com,0,0,,,,,,
refinery29.com,0,0,,,,,,
themagicalslowcooker.com,0,0,,,,,,
mma-core.com,0,0,,,,,,
hi5.com,0,0,,,,,,
m.hi5.com,0,0,,,,,,
pcworld.com,0,0,,,,,,
goodtoknow.co.uk,0,0,,,,,,
cristcdl.com,0,0,,,,,,
glocktalk.com,0,0,,,,,,
strawpoll.me,0,0,,,,,,
telugu.oneindia.com,0,0,,,,,,
akilanews.com,0,0,,,,,,
androidauthority.com,0,0,,,,,,
timebie.com,0,0,,,,,,
thescore.com,0,0,,,,,,
skinnyms.com,0,0,,,,,,
lovegrowswild.com,0,0,,,,,,
freep.com,0,0,,,,,,
hockeyfights.com,0,0,,,,,,
cincinnati.com,0,0,,,,,,
fantasynamegenerators.com,0,0,,,,,,
crunchycreamysweet.com,0,0,,,,,,
writersdigest.com,0,0,,,,,,
deepika.com,0,0,,,,,,
burlingtonfreepress.com,0,0,,,,,,
astrology.com,0,0,,,,,,
anticipazioni.tv,0,0,,,,,,
thebigmansworld.com,0,0,,,,,,
abc11.com,0,0,,,,,,
kptv.com,0,0,,,,,,
americanpregnancy.org,0,0,,,,,,
jsonline.com,0,0,,,,,,
tastesoflizzyt.com,0,0,,,,,,
softschools.com,0,0,,,,,,
mobile.nytimes.com,0,0,,,,,,
whats-on-netflix.com,0,0,,,,,,
dmv-written-test.com,0,0,,,,,,
funcheaporfree.com,0,0,,,,,,
twopeasandtheirpod.com,0,0,,,,,,
a2zwordfinder.com,0,0,,,,,,
123telugu.com,0,0,,,,,,
unilad.co.uk,0,0,,,,,,
lamebook.com,0,0,,,,,,
tasteofcountry.com,0,0,,,,,,
more.com,0,0,,,,,,
diffuser.fm,0,0,,,,,,
upi.com,0,0,,,,,,
distractify.com,0,0,,,,,,
emisorasunidas.com,0,0,,,,,,
ultimateclassicrock.com,0,0,,,,,,
factmonster.com,0,0,,,,,,
mooglyblog.com,0,0,,,,,,
thedroidguy.com,0,0,,,,,,
leoaffairs.com,0,0,,,,,,
creators.com,0,0,,,,,,
pattern-paradise.com,0,0,,,,,,
thepoke.co.uk,0,0,,,,,,
theartofdoingstuff.com,0,0,,,,,,
financialexpress.com,0,0,,,,,,
foodbeast.com,0,0,,,,,,
playstationlifestyle.net,0,0,,,,,,
meaningfulmama.com,0,0,,,,,,
askamanager.org,0,0,,,,,,
floridatoday.com,0,0,,,,,,
bollywoodhungama.com,0,0,,,,,,
thisoldhouse.com,0,0,,,,,,
slashfilm.com,0,0,,,,,,
realhousemoms.com,0,0,,,,,,
tradingeconomics.com,0,0,,,,,,
pauladeen.com,0,0,,,,,,
wusa9.com,0,0,,,,,,
whiskaffair.com,0,0,,,,,,
emisoras.com.mx,0,0,,,,,,
ent.ltn.com.tw,0,0,,,,,,
dolartoday.com,0,0,,,,,,
collegehumor.com,0,0,,,,,,
healthdiscovery.net,0,0,,,,,,
ibtimes.co.in,0,0,,,,,,
charlotteobserver.com,0,0,,,,,,
inmyownstyle.com,0,0,,,,,,
cibercuba.com,0,0,,,,,,
toriavey.com,0,0,,,,,,
zemtv.com,0,0,,,,,,
thestate.com,0,0,,,,,,
capitalfm.com,0,0,,,,,,
ads.yahoo.com,0,0,,,,,,
attitude.co.uk,0,0,,,,,,
mundo.com,0,0,,,,,,
break.com,0,0,,,,,,
thedrive.com,0,0,,,,,,
kiro7.com,0,0,,,,,,
engl393-dnd5th.wikia.com,0,0,,,,,,
meduza.io,0,0,,,,,,
komando.com,0,0,,,,,,
m.newsok.com,0,0,,,,,,
desmoinesregister.com,0,0,,,,,,
commercialappeal.com,0,0,,,,,,
redding.com,0,0,,,,,,
nationalenquirer.com,0,0,,,,,,
lejdd.fr,0,0,,,,,,
simplyrecipes.com,0,0,,,,,,
vcstar.com,0,0,,,,,,
m.lenta.ru,0,0,,,,,,
ap7am.com,0,0,,,,,,
g.doubleclick.net,0,0,,,,,,
horoscope.com,0,0,,,,,,
redcafe.net,0,0,,,,,,
vintagerevivals.com,0,0,,,,,,
love.allwomenstalk.com,0,0,,,,,,
tcpalm.com,0,0,,,,,,
dinnerthendessert.com,0,0,,,,,,
news-press.com,0,0,,,,,,
kitsapsun.com,0,0,,,,,,
beap-bc.yahoo.com,0,0,,,,,,
trustedreviews.com,0,0,,,,,,
telegram.hr,0,0,,,,,,
greenbaypressgazette.com,0,0,,,,,,
scarysymptoms.com,0,0,,,,,,
tallahassee.com,0,0,,,,,,
allaboutami.com,0,0,,,,,,
lifehacks.io,0,0,,,,,,
vladtv.com,0,0,,,,,,
younghouselove.com,0,0,,,,,,
justalittlecreativity.com,0,0,,,,,,
forums.theozone.net,0,0,,,,,,
wiadomosci.gazeta.pl,0,0,,,,,,
shreveporttimes.com,0,0,,,,,,
s.yimg.com,0,0,,,,,,
artofmanliness.com,0,0,,,,,,
ichacha.net,0,0,,,,,,
entertainment.kompas.com,0,0,,,,,,
rateyourmusic.com,0,0,,,,,,
nickiswift.com,0,0,,,,,,
sport1.de,0,0,,,,,,
m.sfgate.com,0,0,,,,,,
m.kusports.com,0,0,,,,,,
streamable.com,0,0,,,,,,
integral-calculator.com,0,0,,,,,,
s0.2mdn.net,0,0,,,,,,
lifehacker.com.au,0,0,,,,,,
tellychakkar.com,0,0,,,,,,
thenextweb.com,0,0,,,,,,
marinij.com,0,0,,,,,,
cdn.playwire.com,0,0,,,,,,
salud.uncomo.com,0,0,,,,,,
sports.ltn.com.tw,0,0,,,,,,
techadvisor.co.uk,0,0,,,,,,
grilling24x7.com,0,0,,,,,,
ba-bamail.com,0,0,,,,,,
thurrott.com,0,0,,,,,,
m.youm7.com,0,0,,,,,,
lapoliciaca.com,0,0,,,,,,
planetf1.com,0,0,,,,,,
scoopwhoop.com,0,0,,,,,,
gameinformer.com,0,0,,,,,,
bruisedpassports.com,0,0,,,,,,
aax-us-pdx.amazon-adsystem.com,0,0,,,,,,
aax-us-east.amazon-adsystem.com,0,0,,,,,,
cooktopcove.com,0,0,,,,,,
games.softgames.de,0,0,,,,,,
delmarvanow.com,0,0,,,,,,
icepop.com,0,0,,,,,,
thespectrum.com,0,0,,,,,,
recipe4living.com,0,0,,,,,,
classicfm.com,0,0,,,,,,
ad.hani.co.kr,0,0,,,,,,
h21.hani.co.kr,0,0,,,,,,
historynet.com,0,0,,,,,,
autokult.pl,0,0,,,,,,
theringer.com,0,0,,,,,,
romper.com,0,0,,,,,,
echo.msk.ru,0,0,,,,,,
theclemsoninsider.com,0,0,,,,,,
forums.theclemsoninsider.com,0,0,,,,,,
playgroundmag.net,0,0,,,,,,
theroot.com,0,0,,,,,,
engine.4dsply.com,0,0,,,,,,
thelemonbowl.com,0,0,,,,,,
momjunction.com,0,0,,,,,,
designbump.com,0,0,,,,,,
post.iask.ca,0,0,,,,,,
giveitlove.com,0,0,,,,,,
dainikamadershomoy.com,0,0,,,,,,
thereallife-rd.com,0,0,,,,,,
ampproject.net,0,0,,,,,,
m.warhistoryonline.com,0,0,,,,,,
ca-g2.gumgum.com,0,0,,,,,,
va-g2.gumgum.com,0,0,,,,,,
corporate.findlaw.com,0,0,,,,,,
astrology-zodiac-signs.com,0,0,,,,,,
eurosport.fr,0,0,,,,,,
rgj.com,0,0,,,,,,
m.republicanherald.com,0,0,,,,,,
tellyreviews.com,0,0,,,,,,
m.wlox.com,0,0,,,,,,
wnyc.org,0,0,,,,,,
sweetyhigh.com,0,0,,,,,,
maxifoot.fr,0,0,,,,,,
hometownlife.com,0,0,,,,,,
thegoatspot.net,0,0,,,,,,
pluto.tv,0,0,,,,,,
healthyway.com,0,0,,,,,,
thelist.com,0,0,,,,,,
geographic.org,0,0,,,,,,
aventurasnahistoria.uol.com.br,0,0,,,,,,
phunuonline.com.vn,0,0,,,,,,
visaliatimesdelta.com,0,0,,,,,,
telesurtv.net,0,0,,,,,,
properti.kompas.com,0,0,,,,,,
otomotif.kompas.com,0,0,,,,,,
obsev.com,0,0,,,,,,
vix.com,0,0,,,,,,
pravda.ru,0,0,,,,,,
localadventurer.com,0,0,,,,,,
radios.com.pe,0,0,,,,,,
topmercato.com,0,0,,,,,,
news-leader.com,0,0,,,,,,
expertblogz.com,0,0,,,,,,
lemonidolshow.com,0,0,,,,,,
hooch.net,0,0,,,,,,
standardnews.com,0,0,,,,,,
thisisinsider.com,0,0,,,,,,
grizly.com,0,0,,,,,,
footballwhispers.com,0,0,,,,,,
pawpulous.com,0,0,,,,,,
imgtc.com,0,0,,,,,,
vicioussyndicate.com,0,0,,,,,,
newatlas.com,0,0,,,,,,
Mobile In-App,0,0,,,,,,
slowcooker-desserts.cooktopcove.com,0,0,,,,,,
apost.com,0,0,,,,,,
opslens.com,0,0,,,,,,
tag-stage.contextweb.com,0,0,,,,,,
sandbox.pulsepoint.com,0,0,,,,,,
adserver.curiouscat.me,0,0,,,,,,
toopanda.com,0,0,,,,,,
thegamer.com,0,0,,,,,,
lynx.media,0,0,,,,,,
sarahah.com,0,0,,,,,,
cyclingweekly.com,0,0,,,,,,
popculture.com,0,0,,,,,,
aax-eu.amazon-adsystem.com,0,0,,,,,,
wittyfeed.me,0,0,,,,,,
popbuzz.com,0,0,,,,,,
news.thegedsection.com,0,0,,,,,,
conservativerepublic.co,0,0,,,,,,
sport.onet.pl,0,0,,,,,,
viral.pluto.tv,0,0,,,,,,
triviasmarts.com,0,0,,,,,,
ia.meaww.com,0,0,,,,,,
candy.braincandy.net,0,0,,,,,,
mobile.footmarseille.com,0,0,,,,,,
me.meaww.com,0,0,,,,,,
m.diletant.media,0,0,,,,,,
bollyfunda.online,0,0,,,,,,
player.elle.com,0,0,,,,,,
N/A,11,10,,,,,,
abcnews.go.com,6,2,,,,,,
imasdk.googleapis.com,1,0,,,,,,
ib.adnxs.com,182,1,,,,,,
webmaila.juno.com,6,0,,,,,,
webmailab.juno.com,1,0,,,,,,
thestir.cafemom.com,1,0,,,,,,
editorial.rottentomatoes.com,54,1,,,,,,
rottentomatoes.com,19,6,,,,,,
mail.comcast.net,110,5,,,,,,
diethood.com,1,0,,,,,,
mashable.com,20,4,,,,,,
articles.chicagotribune.com,1,0,,,,,,
chess.com,513,20,,,,,,
runescape.wikia.com,9,0,,,,,,
apps.facebook.com,2,0,,,,,,
twistity.com,939,0,,,,,,
economictimes.indiatimes.com,409,75,,,,,,
indiatimes.com,4,3,,,,,,
mail.lycos.com,11,0,,,,,,
webmail.lycos.com,32,0,,,,,,
games.pch.com,3,0,,,,,,
pch.com,18,0,,,,,,
chocolatecoveredkatie.com,93,0,,,,,,
merriam-webster.com,307,9,,,,,,
gta5cheats.com,3,0,,,,,,
dogtime.com,4467,151,,,,,,
menupix.com,1,0,,,,,,
yourchords.com,1,0,,,,,,
profile.majorleaguegaming.com,1,1,,,,,,
gamebattles.majorleaguegaming.com,5,3,,,,,,
streamdb5web.securenetsystems.net,2610,126,,,,,,
centurylink.net,14,0,,,,,,
rediff.com,1,1,,,,,,
k12reader.com,11772,471,,,,,,
tpc.googlesyndication.com,315,0,,,,,,
radio.securenetsystems.net,39194,225,,,,,,
philadelphia.cbslocal.com,1,0,,,,,,
wruf.com,1,0,,,,,,
arrowheadpride.com,1,0,,,,,,
photogallery.indiatimes.com,3,0,,,,,,
damnlol.com,1,0,,,,,,
cwtv.com,47,22,,,,,,
stardoll.com,4,4,,,,,,
boston.cbslocal.com,1,1,,,,,,
losangeles.cbslocal.com,1,0,,,,,,
pittsburgh.cbslocal.com,1,1,,,,,,
newyork.cbslocal.com,1,0,,,,,,
dfw.cbslocal.com,3,3,,,,,,
my.juno.com,4,1,,,,,,
techtimes.com,1308,39,,,,,,
vt.lightspeedvt.com,65,50,,,,,,
sportschatplace.com,90,5,,,,,,
tvlistings.zap2it.com,1,1,,,,,,
player.radioloyalty.com,2,2,,,,,,
filehippo.com,3,0,,,,,,
crosswordtracker.com,381,1,,,,,,
forsalebyowner.com,79,3,,,,,,
linkedin.com,1,0,,,,,,
petplace.com,12,0,,,,,,
the-crossword-solver.com,7,0,,,,,,
mlbpark.donga.com,2,1,,,,,,
tutorvista.com,10,0,,,,,,
popsugar.com,1,1,,,,,,
moviefone.com,5,0,,,,,,
new.schoolnotes.com,3,0,,,,,,
c.peoplepc.com,5,0,,,,,,
nbc12.com,24,17,,,,,,
news.creaders.net,482,407,,,,,,
biggeekdad.com,3,2,,,,,,
lovepanky.com,1,0,,,,,,
en.softonic.com,57,9,,,,,,
funtrivia.com,1,0,,,,,,
chessmaniac.com,39,0,,,,,,
yardbarker.com,95,1,,,,,,
pcmag.com,7,3,,,,,,
weatherbug.com,7,1,,,,,,
bizjournals.com,2,2,,,,,,
olgasflavorfactory.com,1,0,,,,,,
driversprep.com,5,5,,,,,,
xe.com,1,1,,,,,,
thepioneerwoman.com,472,0,,,,,,
web.stmath.com,2,0,,,,,,
typingtest.com,259,5,,,,,,
mlbtraderumors.com,5,5,,,,,,
syfy.com,1,0,,,,,,
flyfrontier.com,10,9,,,,,,
usatoday.com,1,1,,,,,,
minecraft-mp.com,3,3,,,,,,
lms.thinkthroughmath.com,609,479,,,,,,
operationsports.com,1,0,,,,,,
wordreference.com,3962,3774,,,,,,
webmail.excite.com,7,5,,,,,,
excite.com,2,1,,,,,,
losandes.com.ar,1,0,,,,,,
si.com,4,1,,,,,,
mrshappyhomemaker.com,1,0,,,,,,
dukebasketballreport.com,1,1,,,,,,
kjrh.com,8,4,,,,,,
nationalpost.com,3,0,,,,,,
terra.com.br,1,0,,,,,,
cwseed.com,5,0,,,,,,
nyc.rr.com,1,1,,,,,,
loveandseek.com,1,1,,,,,,
hoofoot.com,2,0,,,,,,
mtgtop8.com,8,0,,,,,,
play.typeracer.com,5,0,,,,,,
adweek.com,7,0,,,,,,
funimation.com,12,0,,,,,,
pagesix.com,28,25,,,,,,
wordunscrambler.com,2,2,,,,,,
youplay.com,33,0,,,,,,
pga.com,99,1,,,,,,
shooter-bubble.com,10,7,,,,,,
ng.cengage.com,8,8,,,,,,
jetpunk.com,63,4,,,,,,
food.com,1,0,,,,,,
hudl.com,35,15,,,,,,
todaysparent.com,2,0,,,,,,
en.uptodown.com,45,0,,,,,,
appass.com,15,0,,,,,,
sweets.seriouseats.com,2,0,,,,,,
coupons.shoprite.com,1,1,,,,,,
more2.starfall.com,6,5,,,,,,
chronicle.augusta.com,1,0,,,,,,
alldevotion.com,1,0,,,,,,
highya.com,1,0,,,,,,
phenomena.nationalgeographic.com,1,0,,,,,,
liketotally80s.com,9,0,,,,,,
formulas.tutorvista.com,237,0,,,,,,
physics.tutorvista.com,73,0,,,,,,
somewhatsimple.com,1,0,,,,,,
fansided.com,1,0,,,,,,
en.akinator.com,4,4,,,,,,
dinarrecaps.com,143,0,,,,,,
gamesradar.com,9,0,,,,,,
indiatvnews.com,5,3,,,,,,
sudoku-solutions.com,34,0,,,,,,
glosbe.com,227,0,,,,,,
answers.yahoo.com,1,0,,,,,,
weather.yahoo.com,2,0,,,,,,
business.yahoo.com,1,0,,,,,,
gnli.christianpost.com,23,10,,,,,,
howmanysyllables.com,14,0,,,,,,
search.alot.com,2,1,,,,,,
boards.weddingbee.com,1,1,,,,,,
gotoquiz.com,1,1,,,,,,
freedomnewspaper.com,51,12,,,,,,
tribalfootball.com,1,0,,,,,,
issuein.com,8,0,,,,,,
ozarksfirst.com,8,2,,,,,,
wonderslist.com,2,0,,,,,,
dragoart.com,6,0,,,,,,
oprah.com,3,1,,,,,,
southernhospitalityblog.com,6,0,,,,,,
math-aids.com,1216,50,,,,,,
eq2.wikia.com,44,0,,,,,,
forums.sherdog.com,2,2,,,,,,
timesofindia.indiatimes.com,6399,4051,,,,,,
ccm.net,38,1,,,,,,
listenonrepeat.com,1,0,,,,,,
goal.com,1,0,,,,,,
muppet.wikia.com,1,1,,,,,,
disney.wikia.com,1,0,,,,,,
wcvb.com,1,0,,,,,,
booking.flyfrontier.com,383,320,,,,,,
forum.wordreference.com,25,16,,,,,,
kiro7.com,35,0,,,,,,
outlook.live.com,259,10,,,,,,
tibia.wikia.com,39,0,,,,,,
hindi.webdunia.com,1,0,,,,,,
weather.weatherbug.com,128,8,,,,,,
sports.yahoo.com,48,0,,,,,,
news.yahoo.com,24,0,,,,,,
my.yahoo.com,1,0,,,,,,
blacksportsonline.com,2,1,,,,,,
suffolknewsherald.com,3,0,,,,,,
9to5mac.com,1,0,,,,,,
desmoinesregister.com,219,42,,,,,,
vacation.hotwire.com,1,0,,,,,,
togetter.com,3,3,,,,,,
radio.ghanaweb.com,4,3,,,,,,
gadgets.ndtv.com,86,1,,,,,,
sports.ndtv.com,4,2,,,,,,
navbharattimes.indiatimes.com,73,38,,,,,,
maharashtratimes.indiatimes.com,31,0,,,,,,
start.iminent.com,1,1,,,,,,
travel.usnews.com,1,1,,,,,,
fjrowners.com,1,0,,,,,,
decaturdaily.com,1,0,,,,,,
g.doubleclick.net,1,0,,,,,,
tides.willyweather.com,178,0,,,,,,
willyweather.com,15,0,,,,,,
timeout.com,4,0,,,,,,
riddles.com,6,0,,,,,,
caselaw.findlaw.com,1,1,,,,,,
mlb.com,4,3,,,,,,
apollo.slingbox.com,108,0,,,,,,
online-tech-tips.com,523,4,,,,,,
groups.yahoo.com,1,0,,,,,,
inteldinarchronicles.blogspot.com,1,1,,,,,,
theaviationist.com,8,0,,,,,,
worditout.com,90,0,,,,,,
news.donga.com,2,2,,,,,,
healthstream.com,7,6,,,,,,
pt.wikihow.com,11,2,,,,,,
quotes.ino.com,32,0,,,,,,
trending.womensforum.com,74,7,,,,,,
fr.wikihow.com,13,0,,,,,,
educationworld.com,7710,174,,,,,,
womansday.com,4,0,,,,,,
visordown.com,4,3,,,,,,
corner.bigblueinteractive.com,42,36,,,,,,
games.latimes.com,131,1,,,,,,
beta.meetme.com,1,0,,,,,,
draftwizard.fantasypros.com,653,0,,,,,,
home.suddenlink.net,19,9,,,,,,
stats.cleveland.com,3,0,,,,,,
kvia.com,2,0,,,,,,
sports.creaders.net,485,423,,,,,,
rootsweb.ancestry.com,15,0,,,,,,
streamdb7web.securenetsystems.net,4405,15,,,,,,
titantalk.com,1,0,,,,,,
prosportsdaily.sportsdirectinc.com,2,0,,,,,,
microcenter.com,2,2,,,,,,
plan.shoprite.com,3,2,,,,,,
fallsolitaire.com,1,1,,,,,,
foodinjars.com,2,0,,,,,,
wkyc.com,39,0,,,,,,
myhockeyrankings.com,1365,0,,,,,,
stromtrooper.com,1,0,,,,,,
uv.willyweather.com,37,0,,,,,,
sunrisesunset.willyweather.com,1,0,,,,,,
internasional.kompas.com,1,1,,,,,,
thewindowsclub.com,1,1,,,,,,
network-tools.com,15,0,,,,,,
abc13.com,1,1,,,,,,
tv.twcc.com,1,1,,,,,,
disney.go.com,2,2,,,,,,
regional.kompas.com,2,2,,,,,,
disneyjunior.disney.com,3,3,,,,,,
www54.myfantasyleague.com,14,11,,,,,,
www53.myfantasyleague.com,9,9,,,,,,
authorweb.healthstream.com,42,32,,,,,,
games.flyordie.com,2,0,,,,,,
app.box.com,261,221,,,,,,
babynamegenie.com,1,1,,,,,,
americanmilitarynews.com,1,1,,,,,,
tellychakkar.com,10,0,,,,,,
subnet-calculator.com,35,0,,,,,,
kcsm.org,40,0,,,,,,
overwolf.com,1,0,,,,,,
makeagif.com,4700,52,,,,,,
pathfindertalk.com,1,0,,,,,,
schoolspring.com,23,1,,,,,,
newwatch.slingbox.com,5520,6,,,,,,
theticketfm.com,1,0,,,,,,
whats-theword.com,1,0,,,,,,
apps.availity.com,105,94,,,,,,
mrexcel.com,103,0,,,,,,
search.ask.com,21,17,,,,,,
diepkhuc.com,994,0,,,,,,
adimg.donga.com,1,1,,,,,,
rmcsport.bfmtv.com,3,2,,,,,,
clients.mindbodyonline.com,271,217,,,,,,
hedgehogcentral.com,2,0,,,,,,
fantasticfunandlearning.com,6,0,,,,,,
community.sparknotes.com,52,0,,,,,,
go.teamsnap.com,1,0,,,,,,
forex.timezoneconverter.com,94,2,,,,,,
ca.creaders.net,236,207,,,,,,
asp.tumblebooks.com,1,0,,,,,,
shop.lululemon.com,143,119,,,,,,
yupptv.com,1,0,,,,,,
opal.synacor.com,2,0,,,,,,
search.norton.com,13,12,,,,,,
identitysafe.norton.com,15,15,,,,,,
reviewgamezone.com,21,0,,,,,,
keyhero.com,828,506,,,,,,
ilovepdf.com,191,0,,,,,,
metronomeonline.com,27,0,,,,,,
nl.glosbe.com,20,0,,,,,,
vi.glosbe.com,7,0,,,,,,
en.glosbe.com,3,0,,,,,,
talent.payless.com,1,0,,,,,,
payless.com,48,33,,,,,,
videos.postandcourier.com,2,0,,,,,,
notizie.yahoo.com,2,0,,,,,,
nachrichten.yahoo.com,2,0,,,,,,
designbump.com,7,2,,,,,,
antiques.lovetoknow.com,1,0,,,,,,
christmas.lovetoknow.com,1,0,,,,,,
business.lovetoknow.com,1,0,,,,,,
fun.games.com,6,0,,,,,,
rentalcars.com,2,2,,,,,,
gizmodo.com.au,40,0,,,,,,
sport.bt.com,3,0,,,,,,
account.suddenlink.net,205,162,,,,,,
index.about.com,115,72,,,,,,
classmart.post-gazette.com,16,0,,,,,,
tinyurl.com,7,0,,,,,,
tuasaude.com,1,0,,,,,,
voiceofalexandria.com,1,0,,,,,,
registration.excite.com,1,1,,,,,,
accountingexplained.com,85,0,,,,,,
mybeerbuzz.blogspot.com,1,1,,,,,,
heartharena.com,21,0,,,,,,
portal.pixelfederation.com,1,0,,,,,,
rainfall.willyweather.com.au,5,0,,,,,,
certapet.com,22,1,,,,,,
jazzradio.com,5,0,,,,,,
tractordata.com,10,0,,,,,,
propertyshark.com,1,0,,,,,,
apps.skype.com,66,60,,,,,,
adserver.radioserversfive.com,5,0,,,,,,
games2rule.com,33,0,,,,,,
za.soccerway.com,1,1,,,,,,
es.soccerway.com,1,0,,,,,,
vanityfair.com,2,2,,,,,,
glwiz.com,46,0,,,,,,
bigfarm.goodgamestudios.com,2,1,,,,,,
moonphases.willyweather.com,4,0,,,,,,
wind.willyweather.com,1,0,,,,,,
fox.com.tr,5,5,,,,,,
homes.trovit.com,2,1,,,,,,
payments.ebay.com,13,9,,,,,,
greenbot.com,18,0,,,,,,
le10sport.com,4,0,,,,,,
online-translator.com,1,0,,,,,,
eastcarolina.sportswar.com,48,0,,,,,,
cdnres.willyweather.com.au,8,0,,,,,,
www73.myfantasyleague.com,4,3,,,,,,
www77.myfantasyleague.com,7,7,,,,,,
content.overwolf.com,31244,41,,,,,,
my.norton.com,2,2,,,,,,
b.hostedemail.com,3,0,,,,,,
lol.disney.com,15,12,,,,,,
www79.myfantasyleague.com,1,0,,,,,,
retail-dollargeneral.icims.com,7,3,,,,,,
path.shareyourfreebies.com,1,1,,,,,,
motd.motdgd.com,94,0,,,,,,
interactive.wkyc.com,56,0,,,,,,
search.searchmabb.com,1269,1034,,,,,,
search.excite.com,4,4,,,,,,
coolimba.com,33408,486,,,,,,
static.desmoinesregister.com,1,0,,,,,,
games.wtop.com,58,0,,,,,,
securitycareers-aus.icims.com,3,2,,,,,,
history.creaders.net,294,249,,,,,,
vplayer.techtimes.com,2,0,,,,,,
1019thelake.com,2,0,,,,,,
geniuskitchen.com,1,0,,,,,,
falsified-website.com,1833,999,,,,,,
externals.streema.com,2,0,,,,,,
fbastream59.blogspot.com,4,1,,,,,,
jobs-aspendental.icims.com,2,1,,,,,,
N/A,11,9,,,,,,
abcnews.go.com,3,2,,,,,,
m.huffpost.com,2,1,,,,,,
imasdk.googleapis.com,1,0,,,,,,
ib.adnxs.com,53,0,,,,,,
webmaila.juno.com,8,0,,,,,,
editorial.rottentomatoes.com,45,2,,,,,,
rottentomatoes.com,29,8,,,,,,
mail.comcast.net,46,6,,,,,,
mashable.com,48,14,,,,,,
chess.com,521,9,,,,,,
runescape.wikia.com,6,0,,,,,,
apps.facebook.com,1,0,,,,,,
twistity.com,692,5,,,,,,
economictimes.indiatimes.com,806,62,,,,,,
mail.lycos.com,19,1,,,,,,
webmail.lycos.com,43,1,,,,,,
games.pch.com,11,4,,,,,,
pch.com,11,0,,,,,,
chocolatecoveredkatie.com,63,0,,,,,,
yahoo.com,1,0,,,,,,
merriam-webster.com,406,16,,,,,,
gta5cheats.com,10,0,,,,,,
dogtime.com,1451,44,,,,,,
weeklystandard.com,1,0,,,,,,
